,Time Series,Policy,Coefficient,VAL_nobs,P_nobs,VAL_min,P_min,VAL_max,P_max,VAL_mean,P_mean,VAL_variance,P_variance,VAL_0.25_quantile,P_0.25_quantile,VAL_median,P_median,VAL_0.75_quantile,P_0.75_quantile,VAL_skewness,P_skewness,VAL_kurtosis,P_kurtosis
0,Confirmed,C1_School closing,Kendall,157.0,157.0,-0.5110636030059474,4.190502679714996e-27,0.7411483666454343,0.9590520349979489,0.2818639475925546,0.09415698443982112,0.07251545677891087,0.04593018722505048,0.10783439624068045,3.172957128501554e-10,0.3173041958886511,1.563260739410564e-05,0.48751382587213327,0.04492152353915059,-0.6496270637814263,2.563783026066302,-0.01704158268561251,5.532718839637729
1,Confirmed,C1_School closing,Spearman,157.0,157.0,-0.556375996880068,7.046101503496968e-45,0.8702043472394092,0.9593595079980026,0.3433011116794628,0.095182769378162,0.10109687187886744,0.046093011439768385,0.12525871990872883,9.544106642172599e-12,0.3936096995761567,6.599622355462284e-06,0.593158396730543,0.04452066067550638,-0.562947898967467,2.4994082936449207,-0.2798284306410883,5.148297929170068
2,Confirmed,C2_Workplace closing,Kendall,150.0,150.0,-0.5297020347828091,3.296797832900834e-28,0.7415974006955641,0.9791729736788983,0.2225105563544012,0.11479370698653119,0.08176872596027623,0.059592999659673185,0.016097972671060574,8.993018400842446e-09,0.2518622738936353,0.00019915577352728575,0.4368628721472775,0.06548205009386093,-0.2851264855730765,2.296976238357835,-0.6200615974535202,4.082734539261966
3,Confirmed,C2_Workplace closing,Spearman,150.0,150.0,-0.5987595447784752,4.955210491898246e-44,0.8662634103916999,0.9807346740994575,0.2828647611519851,0.10564207677084982,0.11731428779434504,0.055908963074982936,0.025390322482502878,3.7495379077420353e-10,0.3339010576727681,6.227366766411996e-05,0.5469733961373583,0.04610290402893795,-0.3113707260098508,2.487647163978773,-0.7082238701852401,5.111399899295604
4,Confirmed,C3_Cancel public events,Kendall,149.0,149.0,-0.7611069495848111,5.142546337276451e-26,0.7173589150749634,0.9977870469124042,0.28277119590768424,0.08268355760844935,0.08990630176156113,0.046435421690727154,0.12823621753283426,4.1765781192874475e-11,0.3523802591864448,3.3202373763538692e-06,0.49605797346091796,0.014314222228603016,-1.053996353490409,3.0389419697292226,0.9768267610056847,8.599303614058893
5,Confirmed,C3_Cancel public events,Spearman,149.0,149.0,-0.7742335404266766,9.184840347795826e-40,0.8443319092868804,0.9978009115053582,0.3450131485798546,0.08278560590368109,0.12270436220057386,0.04679400771935906,0.1674209009270796,2.0279070345355142e-13,0.4277022024463471,1.2522054231897169e-06,0.6028865538253901,0.01164454852530028,-0.9163930268697705,3.026411231682878,0.5316599082949915,8.495333941788996
6,Confirmed,C4_Restrictions on gatherings,Kendall,143.0,143.0,-0.6514415618259386,1.0827401069191529e-32,0.8173961511260593,0.9598440736223235,0.2696757717517849,0.12609443601971354,0.09940263047355133,0.0674816542215893,0.049107513126260535,3.363161203898798e-11,0.310700809169681,6.0116095424609116e-06,0.4919368625383594,0.037371414844452805,-0.5869398481530427,1.9041164441704892,0.0339049635481099,2.0446443961547516
7,Confirmed,C4_Restrictions on gatherings,Spearman,143.0,143.0,-0.71888198305515,8.565473108479777e-56,0.9359930862248571,0.960194876424685,0.32940068046401255,0.11743777616536648,0.13775818588733696,0.060060771103395146,0.06548062214190191,1.4445088215400002e-13,0.3783224908079512,3.2152517812525203e-06,0.5922503861569919,0.034515548256798936,-0.5379744420418829,2.034761423305572,-0.2072117918179326,2.7837577563630065
8,Confirmed,C5_Close public transport,Kendall,120.0,120.0,-0.740458107337428,5.528330093392945e-25,0.7249759581961309,0.880729598605263,0.2559940542291687,0.08094994724860148,0.0923092107552187,0.037130006386115355,0.06554370274099139,4.822077610918541e-10,0.2848708590252439,8.597330360616621e-05,0.4910412237687056,0.022650521458673016,-0.6599680956526078,2.670107367058007,0.14726613545606826,6.241965299611209
9,Confirmed,C5_Close public transport,Spearman,120.0,120.0,-0.7850398794918788,1.0653783667953804e-44,0.8693796009053626,0.8816315819972725,0.31515501604801643,0.08128613274261444,0.12964532601593304,0.03795767732179476,0.0686997745050592,1.6628836147252242e-12,0.33833865527880636,4.5926906637972936e-05,0.5950434319152572,0.016275184647286087,-0.570147322168096,2.63323195328956,-0.1736883962278286,5.985283122180471
