,Time Series,Policy,Coefficient,VAL_nobs,P_nobs,VAL_min,P_min,VAL_max,P_max,VAL_mean,P_mean,VAL_variance,P_variance,VAL_0.25_quantile,P_0.25_quantile,VAL_median,P_median,VAL_0.75_quantile,P_0.75_quantile,VAL_skewness,P_skewness,VAL_kurtosis,P_kurtosis
0,Confirmed,C1_School closing,Kendall,143.0,143.0,-0.4359812313130167,1.434673863193425e-32,0.7642779741426349,0.997305876437744,0.28255719813714797,0.11716660322714656,0.07868762508685877,0.05579685057107236,0.07385668069081064,3.756399464094324e-11,0.31145982717231524,4.702594554380376e-05,0.4873065081506106,0.09152943229906299,-0.3502542958874169,2.239960083921376,-0.5543279903919003,4.109810698696297
1,Confirmed,C1_School closing,Spearman,143.0,143.0,-0.5341658867755261,3.2957932629665043e-50,0.8951468116525009,0.9973253597223044,0.339475896241071,0.11262180773778409,0.11039130340885674,0.049791957461162106,0.09088330715759954,1.458245365691999e-13,0.379318981733251,1.2716403568538844e-05,0.5886805611489119,0.09162614747113051,-0.3451618502733652,2.152752977619852,-0.5809479559044766,3.7154979280891194
2,Confirmed,C2_Workplace closing,Kendall,135.0,135.0,-0.4000372436294724,1.3074543222085457e-33,0.8062894509216948,0.7652278010790925,0.2771259151636996,0.06789333721872415,0.08583841160352607,0.02365457405187116,0.10428178858200401,1.0054104572366317e-11,0.2761306723072813,0.0001339722563298548,0.5229133824831473,0.04507802378770424,-0.28130812589220394,2.943999442442342,-0.8614592532528365,8.494708547021226
3,Confirmed,C2_Workplace closing,Spearman,135.0,135.0,-0.48206853261586813,6.361567775608023e-59,0.9236452850611154,0.8752420910459004,0.3443750782985318,0.06670103994260648,0.11963328708304537,0.027709328557116133,0.15588118517770844,1.970902497406793e-14,0.36309268591256905,4.583978105860225e-05,0.6313867481629953,0.03608137549935565,-0.3519505317908153,3.278855443707126,-0.8110915187246879,10.445524703605903
4,Confirmed,C3_Cancel public events,Kendall,121.0,121.0,-0.5943595684996404,4.407301321498615e-27,0.7034053742572294,0.9717051946257248,0.3086007127469021,0.0731741541505754,0.07181625751534779,0.028593094728163813,0.15093619366400962,4.200834274289256e-12,0.33504760889261803,2.5452165704296438e-05,0.518529035802495,0.028219733902249924,-0.8177053707481867,2.8716363205633018,0.7263195301564411,8.59777677785436
5,Confirmed,C3_Cancel public events,Spearman,121.0,121.0,-0.5987869413976195,2.84546495774714e-40,0.8339463156359006,0.9402894262686115,0.37336145897728595,0.07414578628377423,0.0979274476240859,0.02919999897646412,0.1756990369020366,8.734673159002322e-15,0.40299385781847996,1.0779026564516604e-05,0.6254117254834337,0.027429178414675966,-0.6725495794732425,2.7772318838829193,0.2074329507697117,7.674134117406018
6,Confirmed,C4_Restrictions on gatherings,Kendall,115.0,115.0,-0.4702525519159547,8.351611320552125e-36,0.7977198712450365,0.967007126250954,0.32913948728389153,0.0897580029584905,0.08439074262480985,0.043369239757557076,0.11979413525215564,2.427441769213472e-14,0.3754577249119108,2.175290002345043e-06,0.5572927384082687,0.030250101616243228,-0.47000122800860605,2.6967526962292028,-0.4937072003842653,6.70004387616402
7,Confirmed,C4_Restrictions on gatherings,Spearman,115.0,115.0,-0.4770728754428687,1.3439855061575165e-60,0.9149657525694143,0.9672796126841401,0.4003131246840758,0.08825352190864434,0.11716854919152825,0.04223644883657833,0.1568119128746301,4.793767047290009e-17,0.4557620073361396,6.360071992892268e-07,0.661115311039712,0.032646424550833344,-0.4816038152922294,2.661673133623329,-0.6345063896216221,6.526998051901137
8,Confirmed,C5_Close public transport,Kendall,96.0,96.0,-0.3695247334529904,2.4803001855273612e-25,0.7233721535476705,0.9964773044252809,0.3190465902210602,0.08832574523496199,0.07525587864529891,0.047165153433388306,0.10410958156696179,9.900670669316571e-12,0.3984633750459916,2.391085653072211e-07,0.5190095486708088,0.010067704095341164,-0.719948739426936,2.8604333791019214,-0.4624917740937313,7.586367849472747
9,Confirmed,C5_Close public transport,Spearman,96.0,96.0,-0.44597527239273377,3.757559655714784e-43,0.8620455716345695,0.9965018335348133,0.39058834133049475,0.0902877395578102,0.10914651434812288,0.049365185032248377,0.14389083563451016,1.9128742000990237e-14,0.4927329573876623,3.1037216179804764e-08,0.631412009699764,0.006407666910910523,-0.72960017792858,2.7298576895723192,-0.45501185742332595,6.618420186586507
10,Confirmed,C6_Stay at home requirements,Kendall,92.0,92.0,-0.30330836861054056,5.775057617491861e-32,0.7781523097666935,0.9647816321509893,0.3323509972881162,0.06194996425679531,0.072979969274123,0.030167708972714077,0.16606505688094536,3.820703396965479e-12,0.3499289356177733,9.598162889154638e-07,0.5441435683697227,0.008666859976525202,-0.5162395639686436,3.436677108334965,-0.48314348395979767,11.608272034045111
11,Confirmed,C6_Stay at home requirements,Spearman,92.0,92.0,-0.3525035841618385,7.337285633158118e-52,0.9087304557638756,0.9846264947071721,0.41371787630232326,0.06306139825732797,0.09986601962497967,0.0337505635188397,0.2144703759190896,3.0741123568048717e-15,0.46673940773731387,1.8503199788353409e-07,0.6576271292028415,0.007334472275947454,-0.599426516979902,3.500631124347102,-0.4304562937007361,11.917117753864703
12,Confirmed,C7_Restrictions on internal movement,Kendall,90.0,90.0,-0.242820783457914,5.564907479593577e-28,0.7329242580555844,0.9964773044252809,0.3581684985599883,0.05529573340954846,0.0632008362777191,0.029422409766524604,0.21645010540670379,4.198574705129282e-12,0.41304305206630454,4.296669234695889e-07,0.5345187429267496,0.004022848751853718,-0.7848216698754125,4.203178380118087,-0.14250241876482717,18.17886906103757
13,Confirmed,C7_Restrictions on internal movement,Spearman,90.0,90.0,-0.2908527160091865,4.69281571559995e-48,0.8718969575153609,0.9965018335348133,0.4343687114109811,0.05581473229196569,0.08853925527544133,0.028059045488557293,0.2771608338521707,4.5156048594144855e-15,0.5072761079628614,8.233663389783294e-08,0.6421544536574386,0.003585065603345211,-0.7916877799850907,4.070852475993421,-0.19662781317468703,17.167295302783135
14,Confirmed,C8_International travel controls,Kendall,82.0,82.0,-0.7111253679993043,4.5897395448680585e-26,0.7233721535476705,0.9891275116397522,0.3394486162329602,0.0747490472468953,0.06749005433436979,0.03628531836825223,0.18943718871880683,1.0541619088088502e-12,0.387018351020729,7.03709267636149e-07,0.5445334651724043,0.002144186640673776,-1.2757090464558756,3.0076968583813595,2.116290943901409,8.822002166509515
15,Confirmed,C8_International travel controls,Spearman,82.0,82.0,-0.8621816807059893,7.46521736903175e-46,0.8620455716345695,0.9892183992551409,0.41228096120419516,0.07938142841679638,0.0970578278146464,0.041071864707248426,0.23447721974132535,5.021250542951146e-16,0.4732898074624036,2.2300738063695703e-07,0.6543461638154173,0.003289398354283315,-1.298954941739868,2.854418666526446,2.231079388933421,7.364602763634043
16,Confirmed,E1_Income support,Kendall,61.0,61.0,-0.4654259604743574,2.2228749696651362e-26,0.7112616121530415,0.7065018141622448,0.390508545499754,0.06122166330077779,0.07131218146765855,0.02496855563984861,0.22154483706609743,6.662961152573849e-15,0.4657011112751302,7.515996654991323e-09,0.5886714962710917,0.0029585117913109946,-1.147033286030692,2.825869848355326,0.9405614336412698,7.450461132504028
17,Confirmed,E1_Income support,Spearman,61.0,61.0,-0.47442275166874104,9.027723715124411e-46,0.8604956867031599,0.7085298509039977,0.47239209679464217,0.061486316375290714,0.10089417496677792,0.025187021795988265,0.26700873630383476,4.133455072762259e-19,0.5621320845716439,2.9520553371827477e-10,0.7049575666926017,0.002614770855910486,-1.0494937037255094,2.818713338152929,0.551101747538298,7.398366890210333
18,Confirmed,E2_Debt/contract relief,Kendall,54.0,54.0,-0.4784976177352991,2.2228749696651362e-26,0.7297978465244469,0.24445448971262063,0.3997458528980856,0.024457877786637314,0.06220286997655923,0.00405542453041255,0.22383729090384255,2.1902241690699908e-14,0.4443167359398078,4.139347273297221e-08,0.579011585998307,0.0017440515072305448,-1.1885423240063069,2.603340956727852,1.6446779818754962,5.44127798337939
19,Confirmed,E2_Debt/contract relief,Spearman,54.0,54.0,-0.52332401288636,9.027723715124411e-46,0.8616301942028602,0.24642942865042622,0.48371830248961417,0.024410711908320164,0.08807888606528795,0.004118916161467407,0.272135315250283,3.453549441342464e-19,0.5379882086635992,1.410977095589912e-09,0.6991793804731243,0.0015087860636236075,-1.1418669940105055,2.609242376336209,1.3399254259853715,5.468707355139022
20,Confirmed,E3_Fiscal measures,Kendall,48.0,48.0,-0.1949745299464701,0.021048078728634585,0.12955314728060877,1.0,-0.01863112213831034,0.5040031035931435,0.006592682003265253,0.09910373811624319,-0.07150576924894621,0.2059336483186229,-0.006772831795257024,0.5583091022971218,0.03378729402097217,0.741468111994668,-0.2710101291451009,-0.12185567389783979,-0.5024334434605273,-1.3312911584763472
21,Confirmed,E3_Fiscal measures,Spearman,48.0,48.0,-0.2379678439368336,0.020223037357775683,0.15969249421718099,0.9875788767337316,-0.02322374476710547,0.5051700733589948,0.009623202636407707,0.09849422557127503,-0.08836540144418165,0.20619601664800988,-0.008601923540560785,0.5647243382073421,0.04141178595395922,0.7478668883519979,-0.3143964219202236,-0.13807821280303745,-0.4906152025909343,-1.3399433515237833
22,Confirmed,E4_International support,Kendall,11.0,11.0,-0.11654063739952701,0.024781662698302905,0.1687671438817089,0.9312105867045248,-0.01031852823785573,0.3302206828955407,0.0104325071393989,0.09116351945023209,-0.10382464229427389,0.12990650722020786,-0.04401917800489705,0.19205497395228643,0.06576746326879639,0.5345062297943972,0.4896161244663649,0.8741145983132816,-1.1465582373203909,-0.6523668100868152
23,Confirmed,E4_International support,Spearman,11.0,11.0,-0.14142154922583733,0.023544532557860192,0.2066443329387102,0.9251686225123044,-0.012321567722894233,0.33083449936364784,0.015411753280649029,0.09075766430125735,-0.12593514374345266,0.13096053956074954,-0.053609645606590955,0.19482176543372945,0.07910191689462627,0.5366314644584357,0.4954503994619529,0.8575240770706186,-1.1302146693372794,-0.6935097998206614
24,Confirmed,H1_Public information campaigns,Kendall,3.0,3.0,0.12273411697086412,7.889404744828195e-25,0.6862729050558288,0.07744682885266053,0.47750580832654616,0.02581560961755351,0.09538199765808207,0.001999337099777764,0.37312225996190473,6.442716081817222e-19,0.6235104029529454,1.28854242742297e-18,0.6548916540043871,0.03872341442633027,-0.6743957125009061,0.7071067811865476,-1.4999999999999993,-1.4999999999999998
25,Confirmed,H1_Public information campaigns,Spearman,3.0,3.0,0.14817393444736587,2.9503127642902277e-40,0.826442009867155,0.07737676951879435,0.5738642292930801,0.025792256506264783,0.13748785248150258,0.0019957214870548745,0.4475753390060426,1.5500097612115865e-26,0.7469767435647193,3.100019522423144e-26,0.7867093767159372,0.038688384759397176,-0.6707454752552227,0.7071067811865479,-1.4999999999999998,-1.4999999999999996
26,Confirmed,H2_Testing policy,Kendall,3.0,3.0,-0.004905817072601358,2.7298092256490146e-28,0.7238226502704119,0.9437345662684115,0.4763082086136707,0.31457818875613713,0.17372291646070606,0.2968783105232756,0.3525509877853,7.775967188178357e-25,0.7100077926432014,1.5549204567131066e-24,0.7169152214568066,0.47186728313420573,-0.706232958059394,0.7071067811865477,-1.5,-1.5
27,Confirmed,H2_Testing policy,Spearman,3.0,3.0,-0.0059226744385912225,1.3027544648625097e-43,0.8671526307447681,0.9440313741265173,0.5637312534052619,0.3146771247088391,0.24372495034129113,0.29706507844506685,0.4120205647355087,3.5212732709842824e-41,0.8299638039096086,7.029518997319939e-41,0.8485582173271884,0.47201568706325864,-0.7025954405305262,0.707106781186548,-1.4999999999999993,-1.4999999999999996
28,Confirmed,H3_Contact tracing,Kendall,2.0,2.0,-0.6728850364225685,3.1282928417343504e-24,0.06690192687297043,0.34468376571247017,-0.302991554774799,0.17234188285623508,0.2736423755310175,0.05940344917286451,-0.48793829559868374,0.08617094142811754,-0.302991554774799,0.17234188285623508,-0.11804481395091429,0.2585128242843526,-2.742143690315561e-16,0.0,-2.0,-2.0
29,Confirmed,H3_Contact tracing,Spearman,2.0,2.0,-0.7890328893554354,1.2427253109766126e-31,0.08014971881318853,0.34652171495202,-0.3544415852711234,0.17326085747601,0.37773920317140575,0.0600386494666445,-0.5717372373132794,0.086630428738005,-0.3544415852711234,0.17326085747601,-0.13714593322896745,0.259891286214015,-1.6907412422495466e-16,0.0,-2.0,-2.0
30,Confirmed,H4_Emergency investment in healthcare,Kendall,2.0,2.0,0.053004345389989674,0.4532648960817187,0.07925891277353658,0.47332110709028874,0.06613162908176312,0.4632930015860037,0.00034465115424860257,0.0002011258000101427,0.059567987235876405,0.4582789488338612,0.06613162908176312,0.4632930015860037,0.07269527092764985,0.46830705433814623,1.4977374265631407e-15,0.0,-1.9999999999999998,-2.0
31,Confirmed,H4_Emergency investment in healthcare,Spearman,2.0,2.0,0.0641266351271588,0.45161266930681976,0.09181343883738978,0.4778725968287132,0.07797003698227428,0.4647426330677665,0.00038327954984443,0.0003447918967275481,0.07104833605471654,0.45817765118729314,0.07797003698227428,0.4647426330677665,0.08489173790983204,0.4713076149482398,1.4367603658058416e-15,0.0,-2.0,-2.0
32,Confirmed,H5_Investment in vaccines,Kendall,2.0,2.0,-0.0818512180566806,0.2365367180296868,0.05721875324661945,0.41898582456368527,-0.012316232405030571,0.32776127129668603,0.009670228459150347,0.016643838237527166,-0.04708372523085558,0.28214899466318644,-0.012316232405030571,0.32776127129668603,0.022451260420794438,0.3733735479301856,0.0,0.0,-2.0,-2.0
33,Confirmed,H5_Investment in vaccines,Spearman,2.0,2.0,-0.0994982268036748,0.23707895712143875,0.06854910161654282,0.4209585443988476,-0.015474562593565992,0.3290187507601432,0.014119952294586242,0.016905851308655108,-0.057486394698620394,0.28304885394079093,-0.015474562593565992,0.3290187507601432,0.026537269511488413,0.3749886475794954,0.0,-4.882786595237755e-16,-2.0,-1.9999999999999998
34,Confirmed,M1_Wildcard,Kendall,,,,,,,,,,,,,,,,,,,,
35,Confirmed,M1_Wildcard,Spearman,,,,,,,,,,,,,,,,,,,,
36,Deaths,C1_School closing,Kendall,143.0,143.0,,,,,,,,,,,,,,,,,,
37,Deaths,C1_School closing,Spearman,143.0,143.0,,,,,,,,,,,,,,,,,,
38,Deaths,C2_Workplace closing,Kendall,135.0,135.0,,,,,,,,,,,,,,,,,,
39,Deaths,C2_Workplace closing,Spearman,135.0,135.0,,,,,,,,,,,,,,,,,,
40,Deaths,C3_Cancel public events,Kendall,121.0,121.0,,,,,,,,,,,,,,,,,,
41,Deaths,C3_Cancel public events,Spearman,121.0,121.0,,,,,,,,,,,,,,,,,,
42,Deaths,C4_Restrictions on gatherings,Kendall,115.0,115.0,,,,,,,,,,,,,,,,,,
43,Deaths,C4_Restrictions on gatherings,Spearman,115.0,115.0,,,,,,,,,,,,,,,,,,
44,Deaths,C5_Close public transport,Kendall,96.0,96.0,,,,,,,,,,,,,,,,,,
45,Deaths,C5_Close public transport,Spearman,96.0,96.0,,,,,,,,,,,,,,,,,,
46,Deaths,C6_Stay at home requirements,Kendall,92.0,92.0,,,,,,,,,,,,,,,,,,
47,Deaths,C6_Stay at home requirements,Spearman,92.0,92.0,,,,,,,,,,,,,,,,,,
48,Deaths,C7_Restrictions on internal movement,Kendall,90.0,90.0,,,,,,,,,,,,,,,,,,
49,Deaths,C7_Restrictions on internal movement,Spearman,90.0,90.0,,,,,,,,,,,,,,,,,,
50,Deaths,C8_International travel controls,Kendall,82.0,82.0,,,,,,,,,,,,,,,,,,
51,Deaths,C8_International travel controls,Spearman,82.0,82.0,,,,,,,,,,,,,,,,,,
52,Deaths,E1_Income support,Kendall,61.0,61.0,,,,,,,,,,,,,,,,,,
53,Deaths,E1_Income support,Spearman,61.0,61.0,,,,,,,,,,,,,,,,,,
54,Deaths,E2_Debt/contract relief,Kendall,54.0,54.0,-0.29416610871794313,7.298553526016918e-29,0.7571095440842266,0.7939268176646949,0.3957212551215594,0.06369548075219555,0.05809892834453773,0.027633597213820107,0.23985691491512603,7.606845773061582e-13,0.42758924491594896,3.567653808716145e-07,0.5848746593252876,0.004514826909669729,-0.5451103111046848,3.030934064846305,-0.20699884212649478,8.575545700397434
55,Deaths,E2_Debt/contract relief,Spearman,54.0,54.0,-0.2966034163050253,1.3857729168323754e-46,0.8663683278468869,0.7952854855516736,0.45948084504260983,0.06138231697758481,0.08048504863487642,0.025640753251458898,0.24906204364617718,3.6744401955216976e-16,0.49546539108449206,6.250305347815823e-08,0.6827515512442968,0.0039654828259901185,-0.47318134290046027,3.118672213897781,-0.5480918989673071,9.494411037379491
