,Time Series,Policy,Coefficient,VAL_nobs,P_nobs,VAL_min,P_min,VAL_max,P_max,VAL_mean,P_mean,VAL_variance,P_variance,VAL_0.25_quantile,P_0.25_quantile,VAL_median,P_median,VAL_0.75_quantile,P_0.75_quantile,VAL_skewness,P_skewness,VAL_kurtosis,P_kurtosis
0,Confirmed,C1_School closing,Kendall,152.0,152.0,-0.4763787617934381,5.11233031730512e-30,0.7920710999163731,0.9838920973352164,0.31338039750665614,0.0953859816857007,0.07601804195304183,0.045706439078066624,0.15150916838490638,1.4639743446343718e-10,0.34622393473597995,3.301784559482409e-05,0.5240646373954018,0.03359712402845905,-0.5236697992377732,2.3796335185036104,-0.21763306502066593,4.561636021184805
1,Confirmed,C1_School closing,Spearman,152.0,152.0,-0.4821806624143043,6.770260267744708e-47,0.8695698286756316,0.9840132275137454,0.3522672292948609,0.09320831183824456,0.09182465118825403,0.04513206692670367,0.16326514669604353,1.116805051313398e-12,0.38189940854220683,1.834820387655617e-05,0.588111088338011,0.03246386146671944,-0.4839577737366568,2.436294370449993,-0.34755451523808656,4.854106210877172
2,Confirmed,C2_Workplace closing,Kendall,144.0,144.0,-0.40296350600267977,1.4240679705419938e-30,0.8024153575920735,0.9159682542709038,0.26675593958664945,0.12973003237877276,0.0896800711764999,0.05324979908915534,0.035297916572409216,3.556136182153514e-10,0.2873692606780795,9.54357768119772e-05,0.5230980089525746,0.16255204952017946,-0.23261238647390658,1.7816448668869485,-0.9129226921813918,2.0386409884084786
3,Confirmed,C2_Workplace closing,Spearman,144.0,144.0,-0.4691194085425809,1.579920055520518e-48,0.8765162095015104,0.918626687044548,0.31086342518504034,0.1298679283675391,0.11081470195667813,0.05553158642751362,0.04586382911906659,3.483425389343556e-12,0.35535923223979515,2.640165559159871e-05,0.5935792405156723,0.1607239252190229,-0.3028494537314672,1.7773551473144724,-0.870136338753515,1.907352694126132
4,Confirmed,C3_Cancel public events,Kendall,141.0,141.0,-0.5088034823617584,8.005194303583675e-25,0.7690661604741459,0.9713312266041259,0.3198017279550239,0.06618170420512388,0.07955411588131024,0.033539899377960224,0.18337446223346526,8.598619011573453e-11,0.3713365454255447,7.660434330554496e-06,0.5283640536263159,0.011169172222807873,-0.8690709925201753,3.3700016595269675,0.37441254626151776,11.133736666894457
5,Confirmed,C3_Cancel public events,Spearman,141.0,141.0,-0.5207667703622019,1.5028356470052202e-39,0.8370825236956165,0.9715466878459039,0.35844957222976137,0.06735885754317106,0.09587116853931796,0.03464039000399035,0.18749454838172144,1.0187978324213744e-12,0.42218033423684337,2.7483766201113507e-06,0.5907180892972508,0.010505042423310447,-0.7963989451537634,3.307802820487353,0.17452913253922908,10.571381249298323
6,Confirmed,C4_Restrictions on gatherings,Kendall,136.0,136.0,-0.5105364531562392,3.281027686689544e-32,0.8676579644510666,0.9264607025751419,0.31375831216326144,0.08501893787926228,0.0951968839795289,0.03969593138628358,0.13607151894550118,1.4256815217928617e-11,0.34080484193305816,3.547824867592583e-05,0.5498302068956404,0.028158545913490634,-0.503649914314276,2.6712502036294286,-0.13701712204986016,6.455742740793468
7,Confirmed,C4_Restrictions on gatherings,Spearman,136.0,136.0,-0.5261884119072723,1.1884060124930033e-53,0.9266352139512706,0.9268397001421999,0.3561485153378275,0.08697987338324144,0.11472291243132712,0.042865930697933194,0.15272054015232653,5.5248041310926336e-14,0.3663157462175908,2.1507572461509202e-05,0.6175069157599241,0.028110720220704523,-0.5085577284023195,2.6617742581172616,-0.2519158005869393,6.157830083230545
8,Confirmed,C5_Close public transport,Kendall,115.0,115.0,-0.6919052530237337,3.343469087985658e-26,0.8054264223730518,0.9815880840007308,0.30198571799863033,0.10500484553634507,0.08889338087640382,0.05426363050100732,0.08170085089368473,2.7577716431004965e-11,0.37093209594889237,1.1272784744940142e-05,0.535157819298713,0.05664475778498304,-0.6931096563783368,2.451902218919456,-0.015372167794705405,5.017586124837937
9,Confirmed,C5_Close public transport,Spearman,115.0,115.0,-0.6919052530237338,7.436615503575293e-48,0.8763705324957495,0.9817251540477807,0.3418942185025622,0.10220093356649326,0.10796211935663408,0.05259694268008675,0.08966515211458534,1.1375064605450094e-13,0.4147050123869974,4.305310845438873e-06,0.605458956435281,0.05132684662366506,-0.6348584117726798,2.4725878002203783,-0.2615332375317294,5.192037696953959
10,Confirmed,C6_Stay at home requirements,Kendall,111.0,111.0,-0.5575584712879873,5.394768234278207e-35,0.8610733100044042,0.9898788894269791,0.2958143257216903,0.1299162860155083,0.09198325612019694,0.06597929927845964,0.04601154737240706,6.431371799755396e-11,0.37585527144316644,3.7095173666975667e-06,0.5240967263344305,0.09806212585615354,-0.41776379388391166,2.0562219499127794,-0.5314073772818726,3.0318195668828514
11,Confirmed,C6_Stay at home requirements,Spearman,111.0,111.0,-0.5765129612824369,3.3768989313155904e-55,0.9205086315268739,0.9914864812875162,0.34309060429198573,0.12262167910093197,0.11209036635657348,0.05874317092658362,0.06110257599822064,1.0347047363002426e-13,0.42537574791220734,4.336313388398865e-07,0.5970373421757478,0.09843704195708253,-0.45344746344835046,2.0683511539127037,-0.6501047779627704,3.1633486371724953
12,Confirmed,C7_Restrictions on internal movement,Kendall,109.0,109.0,-0.531415191583236,3.91947963393217e-26,0.7961807149331325,0.9795259403329672,0.3296369021647577,0.08336389310286735,0.08512224956678358,0.04352031966473269,0.15482106594507025,9.274395805264231e-12,0.398246887106954,3.7095173666975667e-06,0.5580194456082724,0.01660025021158887,-0.7089746446776231,2.839533472252681,-0.06612504679555631,7.381389959533955
13,Confirmed,C7_Restrictions on internal movement,Spearman,109.0,109.0,-0.5502550708022238,7.383992718461351e-44,0.8729373378473639,0.9796846535330999,0.3716274780003922,0.07864608072232436,0.10340880217572947,0.040023499609334996,0.18160250191374688,7.71067840205069e-15,0.4291286921719735,1.4632785824178537e-06,0.6267467189910259,0.014785501075598959,-0.6708252823254486,2.980759234241512,-0.20461044152364982,8.507311118067625
14,Confirmed,C8_International travel controls,Kendall,104.0,104.0,-0.6964870354649408,7.244014149078005e-26,0.7859112413568639,0.8988407492971073,0.32138217529081664,0.0851158887558669,0.0875711389231397,0.03769080079373079,0.14664063589823034,2.722936138099274e-12,0.36476806409653656,6.786626491435831e-06,0.5458439551662627,0.03220635556440995,-0.8894273230383385,2.5684141607113533,0.7534762996745545,6.008695799240394
15,Confirmed,C8_International travel controls,Spearman,104.0,104.0,-0.7825838528842751,7.708155536033373e-46,0.8675965281596487,0.8483370785857837,0.3646642399218045,0.08892602511717115,0.10648053417160744,0.041072170680720235,0.16338329959069606,4.701815977374491e-15,0.4110535386058892,1.825863300740831e-06,0.6225492221339988,0.03148383375845653,-0.861632879107194,2.4404499133004416,0.6744869418796386,4.888136782982212
16,Confirmed,E1_Income support,Kendall,77.0,77.0,-0.5675726859764737,3.5920431182898e-25,0.7620302443790019,0.8781504275027178,0.35476468649904214,0.08643106380962674,0.10371489173785642,0.04464961950704498,0.15561601293989835,2.2496195072491826e-13,0.4256318923266711,1.2107284889998033e-07,0.6251764445299827,0.0015723897690951359,-0.8960243468522261,2.510320831639416,0.1887590477815193,5.165537781916269
17,Confirmed,E1_Income support,Spearman,77.0,77.0,-0.5675726859764737,3.7897451119728576e-43,0.8519660551228416,0.8789936292922866,0.3952693499649972,0.08758913537450753,0.12519606841338765,0.04562453477965748,0.15561601293989832,4.5244039334031874e-17,0.4546988617231416,9.932559497516556e-09,0.6989566769574044,0.0012692326113295325,-0.8264964606294222,2.4764326446037357,-0.0006966432607224959,4.939290437890049
