,Time Series,Policy,Coefficient,VAL_nobs,P_nobs,VAL_min,P_min,VAL_max,P_max,VAL_mean,P_mean,VAL_variance,P_variance,VAL_0.25_quantile,P_0.25_quantile,VAL_median,P_median,VAL_0.75_quantile,P_0.75_quantile,VAL_skewness,P_skewness,VAL_kurtosis,P_kurtosis
0,Confirmed,C1_School closing,Kendall,157.0,157.0,-0.5967026466862957,3.41012272319488e-26,0.802026579919795,0.9294267043510827,0.30353764885993834,0.09028332276272048,0.08120103552774893,0.04218756336420336,0.12290646541872248,3.896354533682397e-10,0.33011064309983323,2.179876992282488e-05,0.5180664413596445,0.04079955991097152,-0.6596915816705357,2.5861831158851323,0.04598364129865784,5.757811037127738
1,Confirmed,C1_School closing,Spearman,157.0,157.0,-0.5995361711590312,6.106668326665697e-48,0.8834414520490601,0.9606116653782686,0.3414779195465843,0.09121464907483988,0.09783472437194957,0.04263503913689291,0.13358070392891497,4.3781061107541637e-11,0.36416771293917405,1.0168963426937176e-05,0.5792023724227431,0.03567497360396072,-0.591330673041053,2.5474533170138574,-0.17791502143113158,5.500631973438999
2,Confirmed,C2_Workplace closing,Kendall,150.0,150.0,-0.5479737427249428,2.5659202591415476e-25,0.768535887626686,0.9630731506303066,0.2405949462514447,0.11044244723059253,0.0911435214327315,0.05375721390822939,0.026396588692099328,6.378712610311964e-09,0.2685349843715531,0.00021353079878268412,0.46352079828560616,0.06145378798972757,-0.28283365962921364,2.297536447036885,-0.6535784894944512,4.172308262414647
3,Confirmed,C2_Workplace closing,Spearman,150.0,150.0,-0.5781808656430666,4.5867572442385985e-42,0.8566073355591517,1.0,0.28213824720037195,0.10385490322757879,0.11423037870065009,0.05165702441387561,0.03339132149785019,1.7662448946022606e-10,0.3382943654874904,4.5295713593052005e-05,0.547648846423654,0.06267264766050289,-0.3264789040282632,2.459999744335375,-0.7105022389075417,5.090202896052418
4,Confirmed,C3_Cancel public events,Kendall,149.0,149.0,-0.7611069495848111,9.31673926988842e-25,0.7818359405433934,0.9941762893757754,0.30668243127511596,0.08388453405091924,0.0991259899735164,0.04633438188313229,0.13916665175475942,7.38446935174958e-11,0.368912685322989,3.752121737988377e-06,0.5242004846033521,0.011121953752222658,-1.0316754226122562,2.9361739958739905,0.9191148229074213,7.770025539134252
5,Confirmed,C3_Cancel public events,Spearman,149.0,149.0,-0.7742335404266766,6.240496827430351e-41,0.8506981518496346,0.9942143653532938,0.344493475451247,0.083995185528986,0.11807470785427085,0.046541635256002294,0.14652377242995743,4.025420989569086e-13,0.41244926805424514,1.2522054231897169e-06,0.5859088918658131,0.010077418422169035,-0.9413682865888794,2.9304227028005645,0.6218096961258861,7.728966609899267
6,Confirmed,C4_Restrictions on gatherings,Kendall,143.0,143.0,-0.7363889580976287,1.365787925663895e-29,0.8633071894004111,0.9297793461833102,0.2924208630736155,0.12443346002520936,0.11147414603560943,0.06370504626794256,0.05276093088945743,5.865980005843203e-11,0.3423804485386078,1.6693321730157558e-05,0.5377089997741185,0.07469721062835355,-0.6066256165059883,1.938129817529388,0.1139055834592182,2.315039849974153
7,Confirmed,C4_Restrictions on gatherings,Spearman,143.0,143.0,-0.7398858022055097,4.144772782484509e-51,0.9225107468036181,0.9307927011882329,0.33035079617607016,0.11796656361712132,0.13471361490196873,0.058721547936470476,0.0806209879147005,6.919199778950864e-13,0.39114285515556263,2.530335104638702e-06,0.5966130816852466,0.07068286065916413,-0.5776763439487523,2.046998333070709,-0.08763479542895114,2.8932445955521846
8,Confirmed,C5_Close public transport,Kendall,120.0,120.0,-0.7667122567443355,3.7004131966815616e-25,0.8019820101938224,0.880729598605263,0.28122137555200294,0.08596757849313794,0.1054098414093874,0.041296902530431584,0.07815646034751703,4.20539544942707e-10,0.309693435402656,9.828932915510345e-05,0.5376218752252964,0.018902419752484065,-0.6562628365941707,2.5764085718553873,0.14026658199750042,5.512040405352003
9,Confirmed,C5_Close public transport,Spearman,120.0,120.0,-0.7667122567443355,2.0662796272667017e-45,0.8726186383992073,0.8816315819972725,0.31832702284110675,0.08642423806811873,0.12730777072071925,0.042277105216912185,0.08589153890049446,4.241724819457146e-12,0.33583587979358176,5.772082362097943e-05,0.5862465605130951,0.0167072942899659,-0.5917052581244266,2.5534641377056597,-0.13554806970769473,5.343689754704785
